epoch,c1_accuracy,c1_loss,c2_accuracy,c2_loss,c3_accuracy,c3_loss,c4_accuracy,c4_loss,c5_accuracy,c5_loss,c6_accuracy,c6_loss,c7_accuracy,c7_loss,loss,val_c1_accuracy,val_c1_loss,val_c2_accuracy,val_c2_loss,val_c3_accuracy,val_c3_loss,val_c4_accuracy,val_c4_loss,val_c5_accuracy,val_c5_loss,val_c6_accuracy,val_c6_loss,val_c7_accuracy,val_c7_loss,val_loss
0,0.9600166082382202,0.2761452794075012,0.9117206931114197,0.5611484050750732,0.03441396355628967,3.5401055812835693,0.07198669761419296,3.2825264930725098,0.08453865349292755,3.035227060317993,0.10054031759500504,2.6763341426849365,0.09696591645479202,2.9750123023986816,16.346500396728516,0.9640957713127136,0.2311246693134308,0.9160571694374084,0.5115315318107605,0.035571809858083725,3.5156662464141846,0.06948138028383255,3.2612037658691406,0.0887632966041565,3.0105206966400146,0.09724069386720657,2.644580364227295,0.10821143537759781,2.928826093673706,16.103456497192383
1,0.9573981761932373,0.28277599811553955,0.9465503096580505,0.26048266887664795,0.5871986746788025,1.4229788780212402,0.6264339089393616,1.333931565284729,0.6753532886505127,1.1617249250411987,0.7308811545372009,0.9486356377601624,0.6694513559341431,1.1867246627807617,6.597248554229736,0.970079779624939,0.20212309062480927,0.9928523898124695,0.02783762663602829,0.9931848645210266,0.03210843354463577,0.9760638475418091,0.07731714099645615,0.9832114577293396,0.05710401013493538,0.9838763475418091,0.05870336666703224,0.9767287373542786,0.07434865832328796,0.5295422673225403
2,0.9590606689453125,0.24894289672374725,0.9865336418151855,0.04786897078156471,0.9570656418800354,0.13789503276348114,0.9516209363937378,0.1558673232793808,0.9637157320976257,0.1228601336479187,0.970116376876831,0.10517019033432007,0.9487115740776062,0.17067281901836395,0.9892779588699341,0.9737367033958435,0.15304379165172577,0.9980053305625916,0.007452035788446665,0.9976728558540344,0.009418035857379436,0.9958444237709045,0.016065480187535286,0.997839093208313,0.009491090662777424,0.9973404407501221,0.009089863859117031,0.996509313583374,0.01482822559773922,0.21938852965831757
3,0.9637157320976257,0.19301563501358032,0.9931421279907227,0.026212992146611214,0.9799667596817017,0.06925825774669647,0.9787614345550537,0.0751144140958786,0.9847880005836487,0.05335565656423569,0.9852452278137207,0.048161305487155914,0.9765586256980896,0.0784047544002533,0.543522834777832,0.984375,0.12698903679847717,0.9993351101875305,0.006026500836014748,0.9975066781044006,0.008272606879472733,0.9971742033958435,0.013352782465517521,0.9976728558540344,0.006441805511713028,0.9985039830207825,0.005615347996354103,0.9976728558540344,0.010312069207429886,0.17701007425785065
4,0.9743557572364807,0.132975235581398,0.9953033924102783,0.016758423298597336,0.9843723773956299,0.052565738558769226,0.9844139814376831,0.05537834390997887,0.9897339940071106,0.03605668991804123,0.9908977746963501,0.030312255024909973,0.9816707968711853,0.060282617807388306,0.3843291401863098,0.9845412373542786,0.09961061179637909,0.9990026354789734,0.006974592339247465,0.9983377456665039,0.007877507247030735,0.9971742033958435,0.011679759249091148,0.9985039830207825,0.004587555304169655,0.998670220375061,0.005185502115637064,0.9980053305625916,0.008215569891035557,0.144131138920784
5,0.9784289002418518,0.10712679475545883,0.996259331703186,0.011593989096581936,0.9884455800056458,0.038971029222011566,0.9882792830467224,0.04028450325131416,0.991645872592926,0.02909725531935692,0.9925602674484253,0.02563319355249405,0.9878221154212952,0.040586285293102264,0.2932931184768677,0.987865686416626,0.09487573802471161,0.999168872833252,0.006122151389718056,0.9981715679168701,0.007220310624688864,0.9971742033958435,0.010634759441018105,0.998670220375061,0.004793333355337381,0.9983377456665039,0.0036926311440765858,0.9975066781044006,0.007673963438719511,0.1350128948688507
6,0.9809642434120178,0.0925445556640625,0.9971737265586853,0.009459778666496277,0.9915627837181091,0.030815111473202705,0.9892768263816833,0.036727748811244965,0.992851197719574,0.022599423304200172,0.9938487410545349,0.020176339894533157,0.9881545901298523,0.04151935875415802,0.2538423538208008,0.9876994490623474,0.07875882089138031,0.9990026354789734,0.0061605339869856834,0.9985039830207825,0.006219274364411831,0.9966755509376526,0.012396079488098621,0.9985039830207825,0.004308763425797224,0.999168872833252,0.003131189616397023,0.9983377456665039,0.006507331971079111,0.11748199909925461
7,0.9823774099349976,0.07894289493560791,0.9976308941841125,0.008547640405595303,0.9913549423217773,0.030488271266222,0.9904821515083313,0.03175538033246994,0.9950540065765381,0.018658781424164772,0.9951786994934082,0.01678740605711937,0.9902327656745911,0.03403983637690544,0.21922029554843903,0.9881981611251831,0.07690542936325073,0.9993351101875305,0.005928549915552139,0.9981715679168701,0.005406925454735756,0.9973404407501221,0.009088450111448765,0.9993351101875305,0.0033120953012257814,0.9985039830207825,0.0029545712750405073,0.9981715679168701,0.0071484907530248165,0.11074451357126236
8,0.9849958419799805,0.06557717174291611,0.9977140426635742,0.008253458887338638,0.9913964867591858,0.027963344007730484,0.9908146262168884,0.030532151460647583,0.9938902854919434,0.021559612825512886,0.9949709177017212,0.015739502385258675,0.9904405474662781,0.030360937118530273,0.19998610019683838,0.9895279407501221,0.06726143509149551,0.999168872833252,0.007048992905765772,0.9983377456665039,0.005208048969507217,0.9971742033958435,0.009839191101491451,0.9993351101875305,0.002744950819760561,0.999168872833252,0.0019392542308196425,0.9980053305625916,0.008265466429293156,0.10230735689401627
9,0.987032413482666,0.05496469512581825,0.997921884059906,0.00767102837562561,0.9916874766349792,0.02588118240237236,0.992103099822998,0.027787871658802032,0.9944721460342407,0.016109943389892578,0.9957606196403503,0.01451499480754137,0.9926018118858337,0.025993600487709045,0.17292334139347076,0.9890292286872864,0.08434277772903442,0.9995013475418091,0.007536000572144985,0.9988364577293396,0.0061737773939967155,0.9973404407501221,0.010832950472831726,0.999168872833252,0.003989414311945438,0.997839093208313,0.006760956719517708,0.997839093208313,0.0072734178975224495,0.1269092559814453
10,0.9869908690452576,0.052950937300920486,0.9976308941841125,0.007038639858365059,0.9932668209075928,0.021268567070364952,0.9927681088447571,0.02382189780473709,0.994929313659668,0.016861917451024055,0.9958853125572205,0.012815950438380241,0.9924771189689636,0.025864452123641968,0.16062232851982117,0.9903590679168701,0.07088381052017212,0.9995013475418091,0.006742135155946016,0.9983377456665039,0.0058556958101689816,0.997839093208313,0.007611521985381842,0.999168872833252,0.003768403548747301,0.999168872833252,0.003098841058090329,0.9980053305625916,0.0072560543194413185,0.10521645098924637
11,0.9893183708190918,0.04147639498114586,0.9985452890396118,0.004766562487930059,0.9957606196403503,0.014570597559213638,0.9945136904716492,0.01771611161530018,0.9972152709960938,0.009135643020272255,0.9968412518501282,0.010134860873222351,0.9944721460342407,0.017668774351477623,0.11546903103590012,0.9898603558540344,0.07526765018701553,0.9995013475418091,0.00706211244687438,0.9988364577293396,0.0041225142776966095,0.9976728558540344,0.007607453502714634,0.9995013475418091,0.002497404580935836,0.999168872833252,0.0023427915293723345,0.9985039830207825,0.00571567565202713,0.10461562871932983
12,0.9896093010902405,0.038686856627464294,0.9986699819564819,0.00476620951667428,0.9969243407249451,0.0109175443649292,0.9962177872657776,0.012599343433976173,0.997256875038147,0.008364049717783928,0.997921884059906,0.006805908400565386,0.9944721460342407,0.01575164496898651,0.09789159148931503,0.9901928305625916,0.07047990709543228,0.9995013475418091,0.007786552421748638,0.998670220375061,0.0035680392757058144,0.9981715679168701,0.0057586305774748325,0.999168872833252,0.0033412976190447807,0.9993351101875305,0.002582999411970377,0.9985039830207825,0.0056576477363705635,0.09917508065700531
13,0.9916043281555176,0.031476691365242004,0.9992518424987793,0.0030658405739814043,0.9966749548912048,0.010723577812314034,0.9963840246200562,0.01225520484149456,0.9971321821212769,0.008516225963830948,0.9978387355804443,0.007273395545780659,0.9958021640777588,0.013830946758389473,0.08714190870523453,0.9903590679168701,0.078555166721344,0.9995013475418091,0.008195686154067516,0.9988364577293396,0.0036966826301068068,0.9976728558540344,0.009031906723976135,0.9996675252914429,0.0028190147131681442,0.999168872833252,0.003185890382155776,0.9983377456665039,0.006601590197533369,0.11208593100309372
14,0.9904405474662781,0.03701743856072426,0.9985452890396118,0.0045618293806910515,0.9967165589332581,0.01028477679938078,0.996799647808075,0.011199478060007095,0.9975062608718872,0.00843418762087822,0.9980049729347229,0.006384401116520166,0.9956359267234802,0.0134124755859375,0.09129463136196136,0.9910239577293396,0.07263386249542236,0.9995013475418091,0.007651400286704302,0.9988364577293396,0.004492767620831728,0.9981715679168701,0.007954785600304604,0.9993351101875305,0.0022919652983546257,0.999168872833252,0.0024200298357754946,0.9985039830207825,0.0056546712294220924,0.1030995100736618
15,0.993308424949646,0.02649647183716297,0.999334990978241,0.0021867728792130947,0.9974231123924255,0.007823257707059383,0.997256875038147,0.009650638327002525,0.9982959032058716,0.005195241421461105,0.998129665851593,0.005936300382018089,0.9966749548912048,0.010607205331325531,0.06789591163396835,0.9910239577293396,0.07214172929525375,0.9995013475418091,0.007218122482299805,0.9990026354789734,0.0038644690066576004,0.9983377456665039,0.008089552633464336,0.9996675252914429,0.0017895314376801252,0.9988364577293396,0.0022961057256907225,0.9985039830207825,0.00663799000903964,0.10203754156827927
16,0.9924355745315552,0.025984875857830048,0.9990856051445007,0.0026065544225275517,0.9978802800178528,0.008821433410048485,0.9977140426635742,0.008386323228478432,0.9988362193107605,0.003934955690056086,0.9982959032058716,0.0051263668574392796,0.9969659447669983,0.009960919618606567,0.06482139229774475,0.9920212626457214,0.072355255484581,0.9995013475418091,0.00797995924949646,0.9990026354789734,0.0035248054191470146,0.9983377456665039,0.005986568983644247,0.999168872833252,0.0016536262119188905,0.9995013475418091,0.001836963347159326,0.9990026354789734,0.005262375343590975,0.09859953820705414
17,0.9929758906364441,0.025246931239962578,0.9995428323745728,0.0015794089995324612,0.9975893497467041,0.007741426583379507,0.9977971911430359,0.007874359376728535,0.9984622001647949,0.005187707487493753,0.9988778233528137,0.003990675788372755,0.9973815679550171,0.00834466889500618,0.05996520072221756,0.991356372833252,0.07146796584129333,0.9995013475418091,0.008156830444931984,0.999168872833252,0.003784162225201726,0.998670220375061,0.006971848662942648,0.9995013475418091,0.0020477063953876495,0.9993351101875305,0.0024383789859712124,0.9988364577293396,0.0049701714888215065,0.09983710199594498
18,0.9937240481376648,0.021464062854647636,0.9993765354156494,0.0020355829037725925,0.9976724982261658,0.006858569569885731,0.9975893497467041,0.008783440105617046,0.9982128143310547,0.004979052115231752,0.998794674873352,0.003369811922311783,0.9975478053092957,0.008621333166956902,0.05611183121800423,0.9915226101875305,0.07868411391973495,0.9993351101875305,0.008221893571317196,0.9988364577293396,0.0037100587505847216,0.9981715679168701,0.006829684600234032,0.9995013475418091,0.0021120712626725435,0.9995013475418091,0.0015712800668552518,0.9985039830207825,0.005533057264983654,0.10666223615407944
19,0.9940149784088135,0.019460897892713547,0.9996675252914429,0.0009076662827283144,0.9980881214141846,0.006283614318817854,0.9983790516853333,0.005648378282785416,0.9988778233528137,0.0038818414323031902,0.9988362193107605,0.0037357450928539038,0.998129665851593,0.005997971631586552,0.045916102826595306,0.9925199747085571,0.0712750181555748,0.9995013475418091,0.00779728451743722,0.9988364577293396,0.0042532566003501415,0.9985039830207825,0.006023411639034748,0.9996675252914429,0.001458326238207519,0.9993351101875305,0.0022330505307763815,0.9988364577293396,0.0049664354883134365,0.09800682961940765
20,0.9942643642425537,0.019186649471521378,0.9990856051445007,0.0024210514966398478,0.9984205961227417,0.0047300332225859165,0.9982959032058716,0.006079412531107664,0.9989609122276306,0.003921649884432554,0.998794674873352,0.003328013001009822,0.9984205961227417,0.005633509252220392,0.04530036449432373,0.9921875,0.07498263567686081,0.9995013475418091,0.008162841200828552,0.998670220375061,0.0041449121199548244,0.9988364577293396,0.005777996499091387,0.9995013475418091,0.0019798758439719677,0.9993351101875305,0.0021457963157445192,0.998670220375061,0.005036663264036179,0.1022307500243187
21,0.9946383833885193,0.01691111922264099,0.9996259212493896,0.0010912510333582759,0.998586893081665,0.004562548361718655,0.9980465769767761,0.0060967267490923405,0.9988362193107605,0.003732682904228568,0.9992518424987793,0.0024319246876984835,0.9979634284973145,0.006694435607641935,0.04152069240808487,0.9926861524581909,0.07228745520114899,0.9995013475418091,0.008230503648519516,0.999168872833252,0.004570113494992256,0.9985039830207825,0.006286055315285921,0.9996675252914429,0.001699696178548038,0.9993351101875305,0.002278637606650591,0.9988364577293396,0.0051281568594276905,0.10048063099384308
22,0.9942643642425537,0.01885397359728813,0.999334990978241,0.0024396395310759544,0.998586893081665,0.004498045891523361,0.9982543587684631,0.006106671877205372,0.999127209186554,0.002629033988341689,0.9990440607070923,0.0029021091759204865,0.9980049729347229,0.006461410317569971,0.04389086365699768,0.9926861524581909,0.07115481048822403,0.9995013475418091,0.008174753747880459,0.999168872833252,0.0035839255433529615,0.998670220375061,0.006248684134334326,0.9995013475418091,0.0016075873281806707,0.9995013475418091,0.002241129521280527,0.9990026354789734,0.00482462253421545,0.09783550351858139
23,0.9952618479728699,0.015854140743613243,0.9995012283325195,0.001686662551946938,0.998794674873352,0.004522779490798712,0.9983790516853333,0.004873836878687143,0.9988778233528137,0.0037902994081377983,0.9990856051445007,0.003430727869272232,0.9982959032058716,0.00587692204862833,0.040035370737314224,0.9928523898124695,0.07140751928091049,0.9995013475418091,0.008013937622308731,0.999168872833252,0.0034240372478961945,0.998670220375061,0.005636862013489008,0.9996675252914429,0.001650906982831657,0.9995013475418091,0.0022005687933415174,0.9988364577293396,0.004685666412115097,0.09701953083276749
24,0.9953033924102783,0.015301466919481754,0.9996259212493896,0.0009465223993174732,0.9987115263938904,0.004185630474239588,0.9986699819564819,0.004235222470015287,0.999334990978241,0.002219861838966608,0.9991687536239624,0.0032227770425379276,0.9984205961227417,0.005286277271807194,0.03539775311946869,0.9925199747085571,0.07137376070022583,0.9995013475418091,0.008309314027428627,0.999168872833252,0.0037852053064852953,0.9988364577293396,0.006645707879215479,0.9996675252914429,0.002059245714917779,0.9993351101875305,0.0021466927137225866,0.9988364577293396,0.004903942812234163,0.09922387450933456
25,0.9957606196403503,0.014108418487012386,0.9997090697288513,0.0015844859881326556,0.9983375072479248,0.004558587446808815,0.9988362193107605,0.0039052574429661036,0.9992518424987793,0.002556881634518504,0.9995843768119812,0.0017742360942065716,0.9982959032058716,0.00593348266556859,0.03442133218050003,0.9926861524581909,0.07098966836929321,0.9995013475418091,0.00888772401958704,0.9990026354789734,0.004054503049701452,0.998670220375061,0.005926054436713457,0.9996675252914429,0.002165244659408927,0.9995013475418091,0.001630607875995338,0.9988364577293396,0.0049761440604925156,0.09863000363111496
26,0.9951371550559998,0.015499522909522057,0.9993765354156494,0.0014839868526905775,0.9989609122276306,0.003442944958806038,0.998586893081665,0.004755916073918343,0.9992102980613708,0.002833821577951312,0.9994596838951111,0.0017021994572132826,0.9983790516853333,0.005446262191981077,0.03516465798020363,0.9925199747085571,0.07090148329734802,0.9995013475418091,0.008613848127424717,0.9993351101875305,0.003417852334678173,0.998670220375061,0.005962487310171127,0.9996675252914429,0.0017720303731039166,0.9995013475418091,0.0017342770006507635,0.9988364577293396,0.005019580014050007,0.09742153435945511
27,0.9952618479728699,0.01549548003822565,0.9996259212493896,0.001223807455971837,0.9985452890396118,0.003949714824557304,0.9984205961227417,0.005717414431273937,0.999334990978241,0.0025252592749893665,0.9990025162696838,0.0023075612261891365,0.9985452890396118,0.004607541486620903,0.03582680597901344,0.9925199747085571,0.07025931030511856,0.9995013475418091,0.008441067300736904,0.9993351101875305,0.003434176556766033,0.9983377456665039,0.006603561341762543,0.9996675252914429,0.0018608961254358292,0.9995013475418091,0.001717591192573309,0.9988364577293396,0.004827788099646568,0.09714440256357193
28,0.9958437085151672,0.012870412319898605,0.9995843768119812,0.0017223655013367534,0.9987531304359436,0.004169755149632692,0.9987531304359436,0.004715824034065008,0.9990856051445007,0.002973610535264015,0.9995428323745728,0.002053250791504979,0.9987531304359436,0.00418517179787159,0.03269039839506149,0.9925199747085571,0.07049515843391418,0.9995013475418091,0.008520379662513733,0.999168872833252,0.003465971676632762,0.998670220375061,0.00601130211725831,0.9996675252914429,0.0017835113685578108,0.9995013475418091,0.0017059759702533484,0.9988364577293396,0.004767677281051874,0.09675003588199615
29,0.9948462247848511,0.017633037641644478,0.9994181394577026,0.001651533879339695,0.9986284375190735,0.004625043831765652,0.9986284375190735,0.003654193365946412,0.9990856051445007,0.002228889614343643,0.9992518424987793,0.002396791009232402,0.9983790516853333,0.005592307075858116,0.03778177499771118,0.9925199747085571,0.07128731906414032,0.9995013475418091,0.008389124646782875,0.9993351101875305,0.0034748739562928677,0.9983377456665039,0.0065453993156552315,0.9996675252914429,0.0016995130572468042,0.9995013475418091,0.0018491825321689248,0.9988364577293396,0.004823449067771435,0.09806890040636063
30,0.9951786994934082,0.01577235385775566,0.9993765354156494,0.0018372393678873777,0.998794674873352,0.004243786446750164,0.9986284375190735,0.004291234537959099,0.9992934465408325,0.0023932838812470436,0.9993765354156494,0.002049041446298361,0.9986699819564819,0.004452558234333992,0.03503948077559471,0.9925199747085571,0.07136362046003342,0.9995013475418091,0.008621882647275925,0.999168872833252,0.0034088115207850933,0.9985039830207825,0.006495014298707247,0.9996675252914429,0.001722620683722198,0.9995013475418091,0.0019079199992120266,0.9988364577293396,0.004688755609095097,0.09820865839719772
31,0.9952203035354614,0.016669543460011482,0.9995843768119812,0.0013269558548927307,0.998794674873352,0.003860664553940296,0.9990025162696838,0.003967026248574257,0.9992934465408325,0.0029448773711919785,0.999334990978241,0.001995204947888851,0.9985037446022034,0.004685133695602417,0.03544939309358597,0.9925199747085571,0.07146577537059784,0.9995013475418091,0.008610500954091549,0.999168872833252,0.003315491136163473,0.9983377456665039,0.006509609520435333,0.9996675252914429,0.0017714580753818154,0.9995013475418091,0.001866871491074562,0.9988364577293396,0.004671626724302769,0.0982113629579544
32,0.9953033924102783,0.01530816126614809,0.9994181394577026,0.0018160573672503233,0.9989193677902222,0.0038111144676804543,0.998586893081665,0.004743676166981459,0.9994596838951111,0.0020279039163142443,0.9994181394577026,0.0017500200774520636,0.9986699819564819,0.004716723226010799,0.03417364880442619,0.9925199747085571,0.07105233520269394,0.9995013475418091,0.00857735425233841,0.999168872833252,0.003341197269037366,0.9983377456665039,0.0063727060332894325,0.9996675252914429,0.001784789259545505,0.9995013475418091,0.0018485584296286106,0.9988364577293396,0.004710990469902754,0.0976879671216011
33,0.9954280853271484,0.012745006009936333,0.9995843768119812,0.0011354534653946757,0.9986284375190735,0.0043999189510941505,0.9982959032058716,0.004556542728096247,0.9993765354156494,0.002259582979604602,0.9992102980613708,0.0020684245973825455,0.9986699819564819,0.0044485474936664104,0.03161349892616272,0.9925199747085571,0.07116132229566574,0.9995013475418091,0.008600790053606033,0.9990026354789734,0.003348476951941848,0.9985039830207825,0.006265820935368538,0.9996675252914429,0.0017886385321617126,0.9995013475418091,0.0018631374696269631,0.9988364577293396,0.0047021047212183475,0.09773032367229462
